generation,fitness
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,13.952380952380953
15,14.952380952380953
16,15.952380952380953
17,16.952380952380953
18,17.952380952380953
19,18.952380952380953
20,19.952380952380953
21,20.952380952380953
22,21.904761904761905
23,22.904761904761905
24,23.904761904761905
25,24.904761904761905
26,25.904761904761905
27,26.904761904761905
28,27.857142857142858
29,28.857142857142858
30,29.857142857142858
31,30.80952380952381
32,31.80952380952381
33,32.76190476190476
34,33.76190476190476
35,34.714285714285715
36,35.714285714285715
37,36.666666666666664
38,37.666666666666664
39,38.666666666666664
40,39.666666666666664
41,40.666666666666664
42,41.666666666666664
43,42.666666666666664
44,43.666666666666664
45,44.57142857142857
46,45.57142857142857
47,46.57142857142857
48,47.476190476190474
49,48.42857142857143
50,49.333333333333336
51,50.333333333333336
52,51.285714285714285
53,52.23809523809524
54,53.19047619047619
55,54.095238095238095
56,55.095238095238095
57,56.04761904761905
58,57
59,58
60,58.95238095238095
61,59.904761904761905
62,60.76190476190476
63,61.76190476190476
64,62.76190476190476
65,63.666666666666664
66,64.61904761904762
67,65.61904761904762
68,66.61904761904762
69,67.61904761904762
70,68.61904761904762
71,69.57142857142857
72,70.47619047619048
73,71.47619047619048
74,72.47619047619048
75,73.47619047619048
76,74.42857142857143
77,75.38095238095238
78,76.23809523809524
79,77.23809523809524
80,78.19047619047619
81,79.14285714285714
82,80.0952380952381
83,81
84,82
85,82.95238095238095
86,83.85714285714286
87,84.76190476190476
88,85.76190476190476
89,86.57142857142857
90,87.57142857142857
91,88.52380952380952
92,89.42857142857143
93,90.38095238095238
94,91.33333333333333
95,92.28571428571429
96,93.19047619047619
97,94.0952380952381
98,95
99,95.9047619047619
100,96.85714285714286
101,97.80952380952381
102,98.71428571428571
103,99.66666666666667
104,100.57142857142857
105,101.47619047619048
106,102.38095238095238
107,103.38095238095238
108,104.23809523809524
109,105.14285714285714
110,106.04761904761905
111,107.04761904761905
112,108
113,108.9047619047619
114,109.80952380952381
115,110.80952380952381
116,111.71428571428571
117,112.47619047619048
118,113.42857142857143
119,114.23809523809524
120,115.0952380952381
121,116.0952380952381
122,116.95238095238095
123,117.85714285714286
124,118.80952380952381
125,119.76190476190476
126,120.71428571428571
127,121.61904761904762
128,122.42857142857143
129,123.28571428571429
130,124.19047619047619
131,125.19047619047619
132,126.04761904761905
133,127
134,128
135,128.9047619047619
136,129.85714285714286
137,130.66666666666666
138,131.52380952380952
139,132.47619047619048
140,133.33333333333334
141,134.23809523809524
142,135.04761904761904
143,135.95238095238096
144,136.9047619047619
145,137.85714285714286
146,138.71428571428572
147,139.66666666666666
148,140.57142857142858
149,141.52380952380952
150,142.28571428571428
151,143.1904761904762
152,144.04761904761904
153,144.95238095238096
154,145.9047619047619
155,146.71428571428572
156,147.52380952380952
157,148.28571428571428
158,149.23809523809524
159,150.23809523809524
160,151.04761904761904
161,152.04761904761904
162,153
163,153.95238095238096
164,154.85714285714286
165,155.76190476190476
166,156.61904761904762
167,157.47619047619048
168,158.47619047619048
169,159.38095238095238
170,160.1904761904762
171,161.0952380952381
172,161.9047619047619
173,162.8095238095238
174,163.66666666666666
175,164.52380952380952
176,165.28571428571428
177,166.14285714285714
178,167.0952380952381
179,167.76190476190476
180,168.71428571428572
181,169.61904761904762
182,170.61904761904762
183,171.23809523809524
184,172.14285714285714
185,173.14285714285714
186,174
187,174.85714285714286
188,175.76190476190476
189,176.42857142857142
190,177.33333333333334
191,178.28571428571428
192,179.14285714285714
193,180.04761904761904
194,181
195,181.9047619047619
196,182.8095238095238
197,183.47619047619048
198,184.47619047619048
199,185.38095238095238
200,186
201,186.8095238095238
202,187.76190476190476
203,188.76190476190476
204,189.66666666666666
205,190.52380952380952
206,191.28571428571428
207,192.14285714285714
208,193
209,193.8095238095238
210,194.71428571428572
211,195.66666666666666
212,196.52380952380952
213,197.47619047619048
214,198.28571428571428
215,199.14285714285714
216,200.0952380952381
217,200.95238095238096
218,201.8095238095238
219,202.76190476190476
220,203.71428571428572
221,204.57142857142858
222,205.42857142857142
223,206.28571428571428
224,207
225,207.9047619047619
226,208.76190476190476
227,209.61904761904762
228,210.57142857142858
229,211.42857142857142
230,212.23809523809524
231,213.14285714285714
232,213.85714285714286
233,214.76190476190476
234,215.61904761904762
235,216.42857142857142
236,217.28571428571428
237,218.0952380952381
238,218.9047619047619
239,219.71428571428572
240,220.66666666666666
241,221.52380952380952
242,222.38095238095238
