generation,fitness
1,3
2,6
3,9
4,12
5,15
6,18
7,20.904761904761905
8,23.80952380952381
9,26.714285714285715
10,29.714285714285715
11,32.714285714285715
12,35.61904761904762
13,38.61904761904762
14,41.42857142857143
15,44.23809523809524
16,47.04761904761905
17,49.95238095238095
18,52.95238095238095
19,55.857142857142854
20,58.19047619047619
21,61.095238095238095
22,63.95238095238095
23,66.80952380952381
24,69.57142857142857
25,72.42857142857143
26,75.23809523809524
27,77.76190476190476
28,80.38095238095238
29,83
30,85.61904761904762
31,88.33333333333333
32,90.71428571428571
33,93.28571428571429
34,96.04761904761905
35,98.71428571428571
36,101.28571428571429
37,104
38,106.38095238095238
39,108.9047619047619
40,111.42857142857143
41,113.9047619047619
42,116.57142857142857
43,119
44,121.85714285714286
45,124.33333333333333
46,126.38095238095238
47,129.23809523809524
48,131.71428571428572
49,134.33333333333334
50,136.85714285714286
51,139.1904761904762
52,141.61904761904762
53,143.9047619047619
54,145.8095238095238
55,148.0952380952381
56,150.47619047619048
57,152.95238095238096
58,155.0952380952381
59,157.42857142857142
60,159.57142857142858
61,161.9047619047619
62,164.04761904761904
63,166.71428571428572
64,169.33333333333334
65,171.28571428571428
66,173.61904761904762
67,175.57142857142858
68,177.38095238095238
69,179.66666666666666
70,182.0952380952381
71,184.52380952380952
72,187.04761904761904
73,189.38095238095238
74,191.71428571428572
75,194.04761904761904
76,196.04761904761904
77,198.38095238095238
78,200.52380952380952
79,202.76190476190476
80,204.71428571428572
81,206.57142857142858
82,208.66666666666666
83,211.1904761904762
84,213.0952380952381
85,215.04761904761904
86,216.76190476190476
87,218.85714285714286
88,220.52380952380952
89,222.61904761904762
90,224.76190476190476
91,226.57142857142858
92,228.57142857142858
93,230.38095238095238
94,232.57142857142858
95,234.14285714285714
96,236.33333333333334
97,238.23809523809524
98,240.42857142857142
99,242.14285714285714
100,244
101,246.14285714285714
102,248
103,250.14285714285714
104,252.04761904761904
105,253.95238095238096
106,255.95238095238096
107,257.9047619047619
108,259.6666666666667
109,261.6190476190476
110,263.42857142857144
111,265.42857142857144
112,267.8095238095238
113,269.57142857142856
114,271.5238095238095
115,273.57142857142856
116,274.8095238095238
117,276
118,277.76190476190476
119,279.85714285714283
120,281.3809523809524
121,283.1904761904762
122,284.95238095238096
123,286.5238095238095
124,288.23809523809524
125,290.2857142857143
126,292.3333333333333
127,294.23809523809524
128,296
129,297.6666666666667
130,299.2857142857143
131,300.7142857142857
132,302.23809523809524
133,303.85714285714283
134,305.3809523809524
135,306.9047619047619
136,308.6190476190476
137,310.5238095238095
138,312.3809523809524
139,313.76190476190476
140,315.42857142857144
141,317.6666666666667
142,319.3333333333333
143,321.1904761904762
144,322.9047619047619
145,324.2857142857143
146,325.6190476190476
147,327.4761904761905
148,329.1904761904762
149,331
150,332.85714285714283
151,334.4761904761905
152,335.9047619047619
153,337.14285714285717
154,338.7142857142857
155,340.4761904761905
156,342.0952380952381
157,343.9047619047619
158,345.2857142857143
159,346.85714285714283
160,348.04761904761904
161,349.5238095238095
162,350.7142857142857
163,352.7142857142857
164,354.2857142857143
165,355.42857142857144
166,356.57142857142856
167,358
168,359.3333333333333
169,360.76190476190476
170,361.6666666666667
171,363.1904761904762
172,364.6666666666667
173,366.1904761904762
174,367.6666666666667
175,369.14285714285717
176,371.3333333333333
177,372.5238095238095
178,373.85714285714283
179,375.14285714285717
180,376.3809523809524
181,377.5238095238095
182,378.8095238095238
183,380.04761904761904
184,381.4761904761905
185,383.14285714285717
186,384.5238095238095
187,385.95238095238096
188,387.14285714285717
189,388.42857142857144
190,389.57142857142856
191,390.85714285714283
192,392.04761904761904
193,393.8095238095238
194,395.1904761904762
195,396.3333333333333
196,397.76190476190476
197,398.95238095238096
198,400.0952380952381
199,401.7142857142857
200,402.7142857142857
201,403.8095238095238
202,404.85714285714283
203,406.2857142857143
204,407.6190476190476
205,409.14285714285717
206,410.8095238095238
207,412.1904761904762
208,414.04761904761904
209,415.3809523809524
210,416.76190476190476
211,417.3809523809524
212,418.9047619047619
213,420.23809523809524
214,421.3333333333333
215,422.5238095238095
216,423.85714285714283
217,425.3333333333333
218,426.5238095238095
219,428.0952380952381
220,429.0952380952381
221,430.04761904761904
222,431.3333333333333
223,432.7142857142857
224,433.85714285714283
225,435
226,436.6190476190476
227,437.8095238095238
228,438.9047619047619
229,439.9047619047619
230,441.23809523809524
231,442.6190476190476
232,443.3809523809524
233,444.3809523809524
234,445.7142857142857
235,446.9047619047619
236,448.23809523809524
237,449.23809523809524
238,450.3333333333333
239,451.85714285714283
240,452.95238095238096
241,454.04761904761904
242,454.85714285714283
243,456.23809523809524
244,457.3809523809524
245,458.9047619047619
246,459.95238095238096
247,461.1904761904762
248,462.23809523809524
249,463.3333333333333
250,464.42857142857144
251,465.5238095238095
252,466.3809523809524
253,467.42857142857144
254,468.76190476190476
255,469.8095238095238
256,470.5238095238095
257,471.85714285714283
258,472.6190476190476
259,473.6190476190476
260,474.3809523809524
261,475.1904761904762
262,476.3809523809524
263,477.0952380952381
264,478.0952380952381
265,479.3333333333333
266,480.04761904761904
267,481.42857142857144
268,482.5238095238095
269,483.3809523809524
270,484.2857142857143
271,485.3333333333333
272,486.57142857142856
273,487.4761904761905
274,488.3809523809524
275,489.4761904761905
276,490.42857142857144
277,491.04761904761904
278,492.1904761904762
279,492.85714285714283
280,494.2857142857143
281,494.95238095238096
282,496.14285714285717
283,497.04761904761904
284,498.2857142857143
285,498.9047619047619
286,499.8095238095238
287,500.6666666666667
288,501.42857142857144
289,502.2857142857143
290,503.3333333333333
291,504.42857142857144
292,505.23809523809524
293,506.04761904761904
294,506.6666666666667
295,507.95238095238096
296,509.14285714285717
297,509.95238095238096
298,510.6666666666667
299,512.047619047619
300,512.6190476190476
301,513.4761904761905
302,514.2857142857143
303,514.9047619047619
304,515.6666666666666
305,517.1428571428571
306,518.3809523809524
307,519
308,520.2380952380952
309,521.0952380952381
310,522.0952380952381
311,522.8571428571429
312,523.6666666666666
313,524.6666666666666
314,525.4761904761905
315,526.3809523809524
316,527.6190476190476
317,528.6666666666666
318,529.3809523809524
319,530.3333333333334
320,530.952380952381
321,531.8571428571429
322,533
323,534
324,535.2380952380952
325,536.2380952380952
326,536.6190476190476
327,537.5238095238095
328,538.4761904761905
329,539.2380952380952
330,539.6190476190476
331,540.4761904761905
332,541.3333333333334
333,542
334,542.952380952381
335,543.4285714285714
336,543.952380952381
337,544.8571428571429
338,545.9047619047619
339,546.7142857142857
340,547.4761904761905
341,548
342,548.952380952381
343,549.7619047619048
344,550.4761904761905
345,551.0952380952381
346,551.952380952381
347,552.9047619047619
348,553.4761904761905
349,554.3333333333334
350,554.8095238095239
351,555.5238095238095
352,556.0952380952381
353,556.952380952381
354,557.6666666666666
355,558
356,559.1904761904761
357,559.8571428571429
358,560.5714285714286
359,561.6190476190476
360,562.2380952380952
361,562.9047619047619
362,563.2380952380952
363,563.952380952381
364,564.9047619047619
365,565.9047619047619
366,566.8095238095239
367,567.7619047619048
368,569
369,569.5238095238095
370,569.7619047619048
371,570.1428571428571
372,570.6190476190476
373,571.1428571428571
374,571.6190476190476
375,572.7619047619048
376,573.2380952380952
377,574
378,574.4761904761905
379,575.1904761904761
380,576.047619047619
381,576.6190476190476
382,577.7619047619048
383,578.8095238095239
384,579.9047619047619
385,580.3809523809524
386,580.9047619047619
387,581.7619047619048
388,582.5238095238095
389,583.1904761904761
390,583.6190476190476
391,584.4761904761905
392,585.2857142857143
393,586.047619047619
394,586.6190476190476
395,587.6666666666666
396,588.4285714285714
397,588.9047619047619
398,589.4285714285714
399,590.2380952380952
400,590.7142857142857
401,591.1904761904761
402,591.6190476190476
403,592.3333333333334
404,592.8571428571429
405,593.6190476190476
406,593.952380952381
407,594.6190476190476
408,595
409,595.8571428571429
410,596.4761904761905
411,597.1904761904761
412,598.047619047619
413,598.5238095238095
414,599.0952380952381
415,599.4761904761905
416,600.1904761904761
417,600.952380952381
418,601.3809523809524
419,601.8571428571429
420,602.4761904761905
421,602.952380952381
422,603.4761904761905
423,604.1428571428571
424,605.047619047619
425,605.8571428571429
426,606.7619047619048
427,607.047619047619
428,607.5238095238095
429,608.5714285714286
430,609.1904761904761
431,609.7619047619048
432,610.3333333333334
433,610.8095238095239
434,611.2857142857143
435,611.952380952381
436,612.5714285714286
437,613.3809523809524
438,614
439,614.4285714285714
440,614.7619047619048
441,615.4761904761905
442,615.7142857142857
443,616.2380952380952
444,617.1904761904761
445,617.7142857142857
446,618.1428571428571
447,618.8095238095239
448,619.5238095238095
449,620.2380952380952
450,620.952380952381
451,621.8095238095239
452,622.5238095238095
453,623.4761904761905
454,623.8571428571429
455,624.3809523809524
456,625.0952380952381
457,625.4761904761905
458,626.1428571428571
459,626.8095238095239
460,627.3809523809524
461,627.8095238095239
462,628.2380952380952
463,628.8571428571429
464,629.1904761904761
465,629.8571428571429
466,630.3333333333334
467,630.6666666666666
468,631.047619047619
469,631.2380952380952
