generation,fitness
1,1.8095238095238095
2,2.2857142857142856
3,3.142857142857143
4,3.761904761904762
5,4
6,4.571428571428571
7,5.0476190476190474
8,5.761904761904762
9,6.571428571428571
10,7.190476190476191
11,7.9523809523809526
12,8.333333333333334
13,9
14,9.619047619047619
15,10.380952380952381
16,10.666666666666666
17,11.095238095238095
18,11.476190476190476
19,11.80952380952381
20,12.19047619047619
21,12.952380952380953
22,13.476190476190476
23,13.904761904761905
24,14.904761904761905
25,15.476190476190476
26,15.952380952380953
27,16.523809523809526
28,17.095238095238095
29,17.428571428571427
30,17.571428571428573
31,17.952380952380953
32,18.476190476190474
33,19
34,19.761904761904763
35,20.285714285714285
36,20.857142857142858
37,21.19047619047619
38,21.523809523809526
39,21.761904761904763
40,22.523809523809526
41,22.904761904761905
42,23.285714285714285
43,23.761904761904763
44,24.38095238095238
45,24.666666666666668
46,25.285714285714285
47,26
48,26.523809523809526
49,26.857142857142858
50,27.19047619047619
51,27.666666666666668
52,28.333333333333332
53,29.285714285714285
54,29.476190476190474
55,29.857142857142858
56,30.238095238095237
57,30.714285714285715
58,31.19047619047619
59,31.38095238095238
60,32.095238095238095
61,32.57142857142857
62,33.23809523809524
63,33.714285714285715
64,34.142857142857146
65,34.904761904761905
66,35.523809523809526
67,36.57142857142857
68,37
69,37.38095238095238
70,37.95238095238095
71,38.476190476190474
72,38.666666666666664
73,38.904761904761905
74,39.285714285714285
75,39.904761904761905
76,40.523809523809526
77,40.80952380952381
78,41.57142857142857
79,42
80,42.57142857142857
81,42.80952380952381
82,43.19047619047619
83,43.80952380952381
84,43.95238095238095
85,44.61904761904762
86,45.23809523809524
87,45.76190476190476
88,46.523809523809526
89,47.095238095238095
90,47.38095238095238
91,48.142857142857146
92,48.57142857142857
93,49.285714285714285
94,50.095238095238095
95,50.476190476190474
96,50.714285714285715
97,51.333333333333336
98,51.666666666666664
99,52.095238095238095
100,52.285714285714285
101,53.19047619047619
102,53.76190476190476
103,54.333333333333336
104,55.04761904761905
105,55.38095238095238
106,56.19047619047619
107,56.61904761904762
108,57.095238095238095
109,58.333333333333336
110,59
111,59.23809523809524
112,59.76190476190476
113,60.095238095238095
114,60.714285714285715
115,61.23809523809524
116,61.57142857142857
117,62.38095238095238
118,62.61904761904762
119,63.19047619047619
120,63.285714285714285
121,63.523809523809526
122,64.23809523809524
123,64.47619047619048
124,65.04761904761905
125,65.80952380952381
126,66.52380952380952
127,67.19047619047619
128,67.47619047619048
129,68.19047619047619
130,68.52380952380952
131,69
132,70.19047619047619
133,70.38095238095238
134,71.14285714285714
135,71.52380952380952
136,71.9047619047619
137,72.33333333333333
138,72.85714285714286
139,73.57142857142857
140,73.95238095238095
141,74.71428571428571
142,74.95238095238095
143,75.19047619047619
144,75.42857142857143
145,76
146,76.76190476190476
147,77.14285714285714
148,77.47619047619048
149,78.0952380952381
150,78.52380952380952
151,79.0952380952381
152,79.85714285714286
153,80.28571428571429
154,81.28571428571429
155,81.76190476190476
156,82.47619047619048
157,82.9047619047619
158,83.47619047619048
159,84.14285714285714
160,84.38095238095238
161,84.66666666666667
162,85.23809523809524
163,85.57142857142857
164,85.80952380952381
165,86.66666666666667
166,87.0952380952381
167,87.61904761904762
168,88.23809523809524
169,88.95238095238095
170,89.23809523809524
171,89.61904761904762
172,90.28571428571429
173,90.66666666666667
174,91.71428571428571
175,92.28571428571429
176,92.57142857142857
177,92.71428571428571
178,93
179,93.47619047619048
180,94.19047619047619
181,94.85714285714286
182,95.57142857142857
183,95.9047619047619
184,96.66666666666667
185,96.95238095238095
186,97.57142857142857
187,97.71428571428571
188,98.23809523809524
189,98.52380952380952
190,98.66666666666667
191,99.14285714285714
192,99.57142857142857
193,100.23809523809524
194,100.71428571428571
195,101.23809523809524
196,101.71428571428571
197,102.61904761904762
198,103.14285714285714
199,103.47619047619048
200,104.19047619047619
201,104.80952380952381
202,105.80952380952381
203,106.19047619047619
204,106.61904761904762
205,107.19047619047619
206,107.47619047619048
207,108.04761904761905
208,108.57142857142857
209,109.19047619047619
210,109.71428571428571
211,110.57142857142857
212,111.0952380952381
213,111.33333333333333
214,111.61904761904762
215,112.19047619047619
216,112.47619047619048
217,112.80952380952381
218,113.47619047619048
219,113.95238095238095
220,115
221,115.28571428571429
222,115.80952380952381
223,116.14285714285714
224,116.23809523809524
225,116.71428571428571
226,117.19047619047619
227,117.80952380952381
228,118.57142857142857
229,119.0952380952381
230,119.71428571428571
231,119.85714285714286
232,120.28571428571429
233,121.42857142857143
234,122.04761904761905
235,122.28571428571429
236,122.9047619047619
237,123.42857142857143
238,123.61904761904762
239,124.14285714285714
240,124.52380952380952
241,124.76190476190476
242,125.47619047619048
243,125.66666666666667
244,125.71428571428571
245,126
246,126.71428571428571
247,127.28571428571429
248,127.95238095238095
249,128.38095238095238
250,129.1904761904762
251,129.52380952380952
252,129.76190476190476
253,130.23809523809524
254,130.71428571428572
255,131.23809523809524
256,131.47619047619048
257,132
258,132.38095238095238
259,132.8095238095238
260,133.1904761904762
261,133.57142857142858
262,134.14285714285714
263,134.52380952380952
264,135.0952380952381
265,135.42857142857142
266,136.14285714285714
267,136.47619047619048
268,136.85714285714286
269,137
270,137.52380952380952
271,138
272,138.47619047619048
273,138.61904761904762
274,139
275,139.76190476190476
276,140.38095238095238
277,141.04761904761904
278,141.0952380952381
279,141.66666666666666
280,142.23809523809524
281,142.38095238095238
282,142.66666666666666
283,143.28571428571428
284,143.38095238095238
285,144.04761904761904
286,144.61904761904762
287,144.95238095238096
288,145.28571428571428
289,146.57142857142858
290,147.04761904761904
291,147.42857142857142
292,147.42857142857142
293,147.85714285714286
294,148.52380952380952
295,149.23809523809524
296,149.61904761904762
297,149.9047619047619
298,150.14285714285714
299,150.33333333333334
300,150.52380952380952
301,151
302,151.71428571428572
303,152.23809523809524
304,152.66666666666666
305,153.0952380952381
306,153.47619047619048
307,153.9047619047619
308,154.04761904761904
309,154.76190476190476
310,155.38095238095238
311,156.04761904761904
312,156.38095238095238
313,156.9047619047619
314,157.38095238095238
315,157.66666666666666
316,158.38095238095238
317,158.61904761904762
318,158.9047619047619
319,159
320,159.61904761904762
321,160
322,160.23809523809524
323,160.85714285714286
324,161.52380952380952
325,161.9047619047619
326,162.38095238095238
327,162.95238095238096
328,163.52380952380952
329,163.85714285714286
330,164.42857142857142
331,164.9047619047619
332,165.0952380952381
333,165.42857142857142
334,165.85714285714286
335,166.33333333333334
336,166.85714285714286
337,167.14285714285714
338,167.47619047619048
339,168
340,168.52380952380952
341,168.9047619047619
342,169.42857142857142
343,170.28571428571428
344,170.85714285714286
345,171.04761904761904
346,171.71428571428572
347,172.28571428571428
348,172.47619047619048
349,172.8095238095238
350,173.04761904761904
351,173.47619047619048
352,173.85714285714286
353,174.38095238095238
354,174.9047619047619
355,175.33333333333334
356,176.0952380952381
357,176.9047619047619
358,177.47619047619048
359,178.0952380952381
360,178.76190476190476
361,179.1904761904762
362,179.38095238095238
363,179.9047619047619
364,180.76190476190476
365,181.04761904761904
366,181.61904761904762
367,182.0952380952381
368,182.42857142857142
369,182.61904761904762
370,183.57142857142858
371,183.71428571428572
372,184
373,184.23809523809524
374,184.8095238095238
375,185.23809523809524
376,185.33333333333334
377,185.8095238095238
378,186.0952380952381
379,186.33333333333334
380,186.8095238095238
381,187.33333333333334
382,187.9047619047619
383,188.61904761904762
384,188.85714285714286
385,189.28571428571428
386,189.52380952380952
387,190.33333333333334
388,190.47619047619048
389,191.0952380952381
390,191.57142857142858
391,192.23809523809524
392,192.61904761904762
393,193.04761904761904
394,193.57142857142858
395,194.04761904761904
396,194.66666666666666
397,195.14285714285714
398,195.47619047619048
399,195.71428571428572
400,196.1904761904762
401,196.47619047619048
402,196.71428571428572
403,196.85714285714286
404,197.42857142857142
405,197.76190476190476
406,197.85714285714286
407,198.52380952380952
408,199.52380952380952
409,199.95238095238096
410,200.38095238095238
411,200.66666666666666
412,200.76190476190476
413,201.85714285714286
414,202.42857142857142
415,202.61904761904762
416,203.28571428571428
417,203.66666666666666
418,203.95238095238096
419,204.61904761904762
420,205.04761904761904
421,205.8095238095238
422,206.28571428571428
423,206.61904761904762
424,206.76190476190476
425,207.0952380952381
426,207.38095238095238
427,207.9047619047619
428,208.42857142857142
429,208.8095238095238
430,209.04761904761904
431,209.8095238095238
432,209.9047619047619
433,210.38095238095238
434,210.8095238095238
435,211.04761904761904
436,211.9047619047619
437,212.14285714285714
438,212.23809523809524
439,212.66666666666666
440,213.1904761904762
441,213.52380952380952
442,213.85714285714286
443,214.8095238095238
444,215.0952380952381
445,215.1904761904762
446,215.66666666666666
447,216.04761904761904
448,216.57142857142858
449,217.28571428571428
450,217.66666666666666
451,218.14285714285714
452,219.0952380952381
453,219.57142857142858
454,219.76190476190476
455,219.9047619047619
456,220.0952380952381
457,220.61904761904762
458,221.04761904761904
459,221.23809523809524
460,221.9047619047619
461,222.71428571428572
462,222.9047619047619
463,223.28571428571428
464,223.66666666666666
465,223.85714285714286
466,224.14285714285714
467,224.57142857142858
468,225.1904761904762
469,225.57142857142858
470,226.14285714285714
471,226.1904761904762
472,226.76190476190476
473,227.0952380952381
474,227.52380952380952
475,227.85714285714286
